person_id,transcript
81098,"Quick, now!’ And Alice was so much frightened that she ran off at once
"
20323,"‘Your Majesty must cross-examine THIS witness.’
"
67448,"knew) to the confused clamour of the busy farm-yard--while the lowing
"
13466,"
"
53061,"
"
29348,"upsetting all the jurymen on to the heads of the crowd below, and there
"
16991,"dry enough!’ They all sat down at once, in a large ring, with the Mouse
"
93421,"executed, whether you’re nervous or not.’
"
89407,"‘No, I didn’t,’ said Alice: ‘I don’t think it’s at all a pity. I said
"
85398,"Alice had no idea what to do, and in despair she put her hand in her
"
90567,"Presently she began again. ‘I wonder if I shall fall right THROUGH the
"
51112,"CHAPTER III. A Caucus-Race and a Long Tale
"
43147,"She was moving them about as she spoke, but no result seemed to follow,
"
49295,"thing is to find my way into that lovely garden. I think that will be
"
44864,"‘That PROVES his guilt,’ said the Queen.
"
73779,"lullaby to it as she did so, and giving it a violent shake at the end of
"
37625,"
"
11615,"have got altered.’
"
99341,"
"
15490,"felt that it ought to be treated with respect.
"
41127,"and a scroll of parchment in the other. In the very middle of the court
"
93236,"other side of the garden, where Alice could see it trying in a helpless
"
12582,"cushion, resting their elbows on it, and talking over its head. ‘Very
"
58423,"
"
41775,"but her voice sounded hoarse and strange, and the words did not come the
"
26016,"‘There’s certainly too much pepper in that soup!’ Alice said to herself,
"
35506,"‘You couldn’t have wanted it much,’ said Alice; ‘living at the bottom of
"
42046,"‘Here! you may nurse it a bit, if you like!’ the Duchess said to Alice,
"
62180,"‘In THAT direction,’ the Cat said, waving its right paw round, ‘lives
"
34965,"sweet-tempered. I only wish people knew that: then they wouldn’t be so
"
17487,"Then came a little pattering of feet on the stairs. Alice knew it was
"
79243,"
"
16295,"The Hatter was the first to break the silence. ‘What day of the month
"
87400,"‘She’s in prison,’ the Queen said to the executioner: ‘fetch her here.’
"
35884,"conversations?’
"
51114,"‘So you did, old fellow!’ said the others.
"
87075,"     Like a tea-tray in the sky.
"
47355,"‘I’m getting tired of this. I vote the young lady tells us a story.’
"
91604,"
"
88134,"tell you just now what the moral of that is, but I shall remember it in
"
24268,"
"
11263,"
"
76781,"
"
54525,"had made.
"
25553,"
"
16879,"‘I beg your pardon!’ said the Mouse, frowning, but very politely: ‘Did
"
18888,"‘Are you content now?’ said the Caterpillar.
"
25652,"
"
61164,"
"
97001,"  How the Owl and the Panther were sharing a pie--’
"
85374,"
"
16205,"unrolled the parchment scroll, and read as follows:--
"
35795,"      With gently smiling jaws!’
"
40403,"‘And washing?’ said the Mock Turtle.
"
37723,"
"
66472,"These words were followed by a very long silence, broken only by an
"
22314,"
"
92404,"
"
97364,"of making a daisy-chain would be worth the trouble of getting up and
"
97521,"
"
38279,"‘Nearly two miles high,’ added the Queen.
"
57172,"‘and then,’ thought she, ‘what would become of me? They’re dreadfully
"
94173,"‘I beg your pardon,’ said Alice very humbly: ‘you had got to the fifth
"
94492,"‘How am I to get in?’ asked Alice again, in a louder tone.
"
30375,"as “I sleep when I breathe”!’
"
38407,"
"
40620,"go down the chimney!’
"
75294,"scream of laughter. ‘Oh, hush!’ the Rabbit whispered in a frightened
"
44212,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
35523,"she fell past it.
"
70507,"‘How do you know I’m mad?’ said Alice.
"
66231," Will you, won’t you, will you, won’t you, will you join the dance?
"
16518,"
"
56333,"to suit them!’
"
47060,"
"
57577,"muddle their slates’ll be in before the trial’s over!’ thought Alice.
"
19991,"‘I thought it would,’ said the Cat, and vanished again.
"
66291,"    And mentioned me to him:
"
22167,"angrily: ‘really you are very dull!’
"
94115,"The executioner’s argument was, that you couldn’t cut off a head unless
"
88859,"King.
"
71238,"Alice thought she might as well wait, as she had nothing else to do, and
"
84796,"get” is the same thing as “I get what I like”!’
"
80612,"
"
42953,"after that into a butterfly, I should think you’ll feel it a little
"
80750,"before, and she felt that she was losing her temper.
"
59394,"
"
78025,"Alice felt that this could not be denied, so she tried another question.
"
94677,"Fish-Footman was gone, and the other was sitting on the ground near the
"
46307,"‘Serpent, I say again!’ repeated the Pigeon, but in a more subdued tone,
"
86890,"on. ‘Or would you like the Mock Turtle to sing you a song?’
"
19150,"
"
33571,"her repeating ‘YOU ARE OLD, FATHER WILLIAM,’ to the Caterpillar, and the
"
31764,"could get away without being seen, when she noticed a curious appearance
"
91296,"think you could draw treacle out of a treacle-well--eh, stupid?’
"
14602,"letter, written by the prisoner to--to somebody.’
"
34616,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
"
41813,"
"
90497,"  *    *    *    *    *    *    *
"
28292,"‘I’ve tried the roots of trees, and I’ve tried banks, and I’ve tried
"
19971,"name like an honest man.’
"
56951,"upsetting all the jurymen on to the heads of the crowd below, and there
"
77817,"head. ‘If I eat one of these cakes,’ she thought, ‘it’s sure to make
"
78865,"blow underneath her chin: it had struck her foot!
"
57967,"‘Well, perhaps you haven’t found it so yet,’ said Alice; ‘but when you
"
99083,"The soldiers were silent, and looked at Alice, as the question was
"
35931,"mouse-traps, and the moon, and memory, and muchness--you know you say
"
28039,"          old Fury:
"
79140,"which the March Hare was said to live. ‘I’ve seen hatters before,’ she
"
81787,"down on one knee. ‘I’m a poor man, your Majesty,’ he began.
"
75895,"‘I’ve a right to think,’ said Alice sharply, for she was beginning to
"
20144,"
"
68293,"the sky! Ugh, Serpent!’
"
92525,"very like having a game of play with a cart-horse, and expecting every
"
42934,"
"
58216,"that--only the March Hare said--’
"
82561,"large she had grown in the last few minutes, and she jumped up in such
"
39049," Will you, won’t you, will you, won’t you, won’t you join the dance?
"
12711,"
"
76556,"shriek of the Gryphon, and all the other queer noises, would change (she
"
49746,"to Alice an excellent opportunity for croqueting one of them with the
"
11639,"
"
78125,"make me smaller, I suppose.’
"
30511,"‘That’s nothing to what I could say if I chose,’ the Duchess replied, in
"
85541,"
"
86280,"his fan and gloves--that is, if I can find them.’ As she said this, she
"
29713,"back to the table, half hoping she might find another key on it, or at
"
73394,"remarked, ‘If you can’t be civil, you’d better finish the story for
"
16968,"
"
49464,"
"
45961,"
"
73916,"Alice did not feel encouraged to ask any more questions about it, so she
"
24089,"          no jury
"
17076,"But her sister sat still just as she left her, leaning her head on her
"
70991,"won’t talk about cats or dogs either, if you don’t like them!’ When the
"
93511,"the goldfish kept running in her head, and she had a vague sort of idea
"
36852,"next to her. ‘I can hardly breathe.’
"
34856,"As there seemed to be no chance of getting her hands up to her head, she
"
73186,"felt that it ought to be treated with respect.
"
56211,"‘They were obliged to have him with them,’ the Mock Turtle said: ‘no
"
50883,"
"
84650,"the morning, just time to begin lessons: you’d only have to whisper a
"
50442,"tell me, please, which way I ought to go from here?’
"
44877,"
"
63232,"she set to work very carefully, nibbling first at one and then at the
"
85548,"
"
27703,"
"
89304,"you speak?’
"
23179,"head in the lap of her sister, who was gently brushing away some dead
"
39561,"upset, and their slates and pencils had been found and handed back to
"
42375,"
"
93747,"‘It began with the tea,’ the Hatter replied.
"
82964,"doesn’t like changing so often, you know.’
"
75429,"And so she went on, taking first one side and then the other, and making
"
22088,"   Don’t let him know she liked them best,
"
29820,"‘I don’t think they play at all fairly,’ Alice began, in rather a
"
10141,"invitation for the Duchess to play croquet.’
"
48319,"
"
13227,"take more.’
"
75869,"‘Ah, well! It means much the same thing,’ said the Duchess, digging her
"
34413,"‘Oh, YOU sing,’ said the Gryphon. ‘I’ve forgotten the words.’
"
67937,"‘Of course not,’ Alice replied very readily: ‘but that’s because it
"
40276,"
"
13515,"real Mary Ann, and be turned out of the house before she had found the
"
78509,"
"
47936,"funny watch!’ she remarked. ‘It tells the day of the month, and doesn’t
"
16861,"           (WITH ALICE’S LOVE).
"
95249,"The King laid his hand upon her arm, and timidly said ‘Consider, my
"
76373,"
"
10388,"the middle, nursing a baby; the cook was leaning over the fire, stirring
"
83910,"‘And ever since that,’ the Hatter went on in a mournful tone, ‘he won’t
"
72264,"it didn’t much matter which way she put it. She felt that she was dozing
"
83384,"‘May it please your Majesty,’ said Two, in a very humble tone, going
"
73955,"
"
98043,"
"
52938,"hedgehog to, and, as the doubled-up soldiers were always getting up
"
17028,"to the door.
"
10158,"
"
66267,"By the time she had caught the flamingo and brought it back, the fight
"
21093,"disappointment it was empty: she did not like to drop the jar for fear
"
44600,"‘Found IT,’ the Mouse replied rather crossly: ‘of course you know what
"
19507,"
"
52239,"fan and gloves.
"
95163,"‘Chorus again!’ cried the Gryphon, and the Mock Turtle had just begun
"
86956,"
"
56172,"in the window, and on it (as she had hoped) a fan and two or three pairs
"
18357,"‘Now tell me, Pat, what’s that in the window?’
"
83028,"bats eat cats?’ for, you see, as she couldn’t answer either question,
"
47005,"And I declare it’s too bad, that it is!’
"
73454,"appear to others that what you were or might have been was not otherwise
"
82846,"and she very good-naturedly began hunting about for them, but they were
"
43063,"to repeat it, when a cry of ‘The trial’s beginning!’ was heard in the
"
42576,"it suddenly appeared again.
"
84141,"succeeded in bringing herself down to her usual height.
"
39231,"somewhere near the centre of the earth. Let me see: that would be four
"
53230,"
"
62889,"large crowd collected round it: there was a dispute going on between
"
49642,"‘Begin at the beginning,’ the King said gravely, ‘and go on till you
"
26364,"
"
54782,"safe in a thick wood.
"
43727,"      both go to
"
60608,"
"
26974,"that the Queen was close behind her, listening: so she went on,
"
44045,"appear, and after a minute or two she walked on in the direction in
"
